"","Alveolar.bipotent.progenitor","Alveolar.macrophage.Ear2.high","Alveolar.macrophage.Pclaf.high","AT1.cell","AT2.cell","B.cell","Basophil","Ciliated.cell","Clara.cell","Dendritic.cell.Gngt2.high","Dendritic.cell.H2.M2.high","Dendritic.cell.Mgl2.high","Dendritic.cell.Tubb5.high","Dendritic.cell.Naaa.high","Endothelial.cell.Kdr.high","Endothelial.cell.Tmem100.high","Endothelial.cell.Vwf.high","Eosinophil","IgA.producing.B.cell","Interstitial.macrophage","Monocyte.progenitor","Neutrophil","NK.cell","Nuocyte","Plasmacytoid.dendritic.cell","Stromal.cell.Acta2.high","Stromal.cell.Dcn.high","Stromal.cell.Inmt.high","T.cell.Cd8b1.high"
"2900026A02Rik",0,0,0,0,0.011881188,0.004297994,0,0.046296296,0.048484848,0.01242236,0,0.00621118,0.033333333,0.005376344,0.067307692,0.125874126,0.054054054,0.003773585,0.033333333,0,0,0,0.010909091,0,0,0.032258065,0.016393443,0,0.006521739
"3110009E18Rik",0,0.006012024,0.027777778,0.006134969,0.01039604,0.007163324,0,0.018518519,0.006060606,0,0,0.00621118,0,0.005376344,0,0,0.013513514,0,0,0.008928571,0,0,0.014545455,0.013245033,0.006779661,0.032258065,0.016393443,0.005988024,0.010869565
"3110040N11Rik",0.03125,0.03006012,0.027777778,0.018404908,0.023762376,0.025787966,0,0.092592593,0.054545455,0.01863354,0,0.01863354,0.033333333,0.010752688,0.009615385,0.034965035,0.040540541,0.011320755,0.033333333,0.022321429,0,0.014285714,0.025454545,0.026490066,0.006779661,0,0.043715847,0.017964072,0.019565217
"3110082I17Rik",0.03125,0.014028056,0.083333333,0.006134969,0.018316832,0.011461318,0,0.055555556,0.018181818,0.043478261,0,0.031055901,0,0.010752688,0.019230769,0,0.013513514,0.003773585,0,0.013392857,0.076923077,0,0.003636364,0.006622517,0.023728814,0.032258065,0.016393443,0.011976048,0.002173913
"3830406C13Rik",0.09375,0.028056112,0.055555556,0.079754601,0.033168317,0.018624642,0,0.018518519,0.048484848,0.037267081,0.047619048,0.00621118,0,0.02688172,0.009615385,0.013986014,0.040540541,0.00754717,0.1,0.035714286,0.307692308,0,0.021818182,0.066225166,0.016949153,0,0.032786885,0.041916168,0.013043478
"4430402I18Rik",0.03125,0,0,0,0,0,0,0.083333333,0.012121212,0,0,0,0,0,0,0.006993007,0,0,0,0.004464286,0,0,0.003636364,0,0,0.016129032,0,0,0.002173913
"4833420G17Rik",0,0.04008016,0,0.018404908,0.033663366,0.020057307,0,0.046296296,0.036363636,0.049689441,0,0.02484472,0,0.016129032,0.028846154,0.034965035,0,0.022641509,0.066666667,0.022321429,0,0,0.025454545,0.01986755,0.027118644,0,0.038251366,0.023952096,0.032608696
"4833427G06Rik",0,0,0,0,0,0,0,0.444444444,0.006060606,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0,0,0.013245033,0,0,0,0,0
"4833439L19Rik",0.0625,0.03006012,0.055555556,0.079754601,0.080693069,0.022922636,0,0.12962963,0.066666667,0.00621118,0.047619048,0.037267081,0,0.037634409,0.067307692,0.055944056,0.040540541,0.00754717,0.033333333,0.040178571,0.076923077,0,0.021818182,0.013245033,0.044067797,0.032258065,0.076502732,0.083832335,0.002173913
"4921507P07Rik",0,0,0,0,0.002970297,0,0,0,0,0,0,0,0,0,0,0,0.013513514,0.003773585,0,0,0,0.014285714,0,0,0,0,0,0,0
"4921524J17Rik",0,0.018036072,0,0.036809816,0.024257426,0.03008596,0,0.092592593,0.018181818,0.01242236,0,0.00621118,0.133333333,0.016129032,0.028846154,0.034965035,0.135135135,0.01509434,0.066666667,0.013392857,0,0.028571429,0.047272727,0.039735099,0.023728814,0.016129032,0.06557377,0.047904192,0.041304348
"4921536K21Rik",0,0.002004008,0,0,0.002970297,0.001432665,0,0.018518519,0,0,0,0,0,0,0,0.006993007,0,0,0,0,0,0,0.003636364,0,0,0,0,0,0.002173913
"4930402H24Rik",0.03125,0.026052104,0,0.061349693,0.024752475,0.008595989,0,0.157407407,0.024242424,0.01863354,0,0.01242236,0,0.021505376,0.057692308,0.013986014,0.054054054,0.00754717,0,0.026785714,0,0.028571429,0.018181818,0.026490066,0.003389831,0.032258065,0.038251366,0.071856287,0.010869565
"4930404N11Rik",0,0.002004008,0,0.006134969,0.006435644,0,0,0.111111111,0,0.00621118,0,0,0,0,0,0.013986014,0.013513514,0,0,0,0,0,0,0,0,0,0.005464481,0,0.002173913
"4930430F08Rik",0.03125,0.004008016,0,0.006134969,0.005445545,0.00286533,0,0,0,0,0,0.00621118,0,0.005376344,0,0.013986014,0,0,0,0.008928571,0,0,0.003636364,0,0,0.016129032,0.005464481,0,0.002173913
"4930432K21Rik",0,0,0,0,0,0.001432665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003636364,0,0,0,0,0,0
"4930444P10Rik",0,0,0,0,0,0,0,0.092592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4930451G09Rik",0,0.002004008,0,0,0.00049505,0,0,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0,0,0,0,0
"4930452B06Rik",0,0,0,0,0,0,0,0,0.006060606,0,0,0,0,0.016129032,0,0.006993007,0,0,0,0.008928571,0,0,0,0,0,0,0,0,0
"4930453N24Rik",0.0625,0.028056112,0.027777778,0.036809816,0.036138614,0.012893983,0,0.074074074,0.054545455,0.00621118,0,0.01863354,0.033333333,0.043010753,0.009615385,0.041958042,0.027027027,0.00754717,0.033333333,0.008928571,0.230769231,0.028571429,0.050909091,0.066225166,0.033898305,0.016129032,0.032786885,0.047904192,0.045652174
"4930486L24Rik",0,0,0,0,0.001485149,0.001432665,0,0,0.012121212,0,0,0,0,0,0.009615385,0.013986014,0.013513514,0,0,0.004464286,0,0,0.036363636,0.013245033,0,0,0,0,0.017391304
"4930503L19Rik",0,0.032064128,0.055555556,0,0.001980198,0.00286533,0,0,0.006060606,0.01242236,0,0,0,0,0.019230769,0.041958042,0.027027027,0.003773585,0,0.013392857,0.076923077,0,0.014545455,0.033112583,0.003389831,0,0.005464481,0.005988024,0.006521739
"4930523C07Rik",0.15625,0.090180361,0.083333333,0.441717791,0.091584158,0.256446991,0,0.138888889,0.103030303,0.037267081,0.19047619,0.204968944,0.5,0.161290323,0.096153846,0.111888112,0.175675676,0.060377358,0.233333333,0.049107143,0.076923077,0.1,0.127272727,0.165562914,0.172881356,0.161290323,0.153005464,0.179640719,0.154347826
"4930524J08Rik",0,0,0,0,0.002475248,0,0,0,0,0,0,0,0,0,0,0,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0
"4930550C14Rik",0,0,0,0,0.005445545,0,0,0.064814815,0,0,0,0,0,0,0,0.006993007,0,0,0,0,0,0,0.003636364,0,0,0.016129032,0.005464481,0.005988024,0
"4930563E22Rik",0,0,0,0,0.001485149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005464481,0,0
"4930579G24Rik",0,0,0,0,0.001485149,0.004297994,0,0.009259259,0,0,0,0,0,0.005376344,0,0.006993007,0,0,0,0.004464286,0.153846154,0,0,0,0,0,0,0.005988024,0
"4931406C07Rik",0.0625,0.018036072,0.027777778,0.012269939,0.024752475,0.001432665,0,0.277777778,0.012121212,0,0,0.01242236,0,0.005376344,0.009615385,0,0.013513514,0.00754717,0.033333333,0.008928571,0,0,0,0.006622517,0.006779661,0,0.038251366,0.011976048,0
"4931406P16Rik",0.03125,0.012024048,0,0.024539877,0.008910891,0.005730659,0,0.027777778,0.006060606,0,0,0.01242236,0,0.016129032,0.192307692,0.083916084,0.067567568,0,0,0.013392857,0,0,0.007272727,0.006622517,0.003389831,0,0.016393443,0.017964072,0.002173913
"4931414P19Rik",0,0.004008016,0,0,0.001980198,0.001432665,0,0.009259259,0,0,0,0.00621118,0,0,0,0.006993007,0,0,0,0,0,0,0,0,0.006779661,0,0,0,0.002173913
"4931428F04Rik",0,0,0,0,0.004455446,0.001432665,0,0,0,0.00621118,0,0.00621118,0,0.005376344,0,0.006993007,0,0,0,0,0,0,0,0,0.003389831,0,0,0,0
"4932438A13Rik",0,0.012024048,0.055555556,0.030674847,0.026732673,0.014326648,0,0.018518519,0.006060606,0.01242236,0,0.00621118,0.033333333,0.005376344,0.028846154,0.006993007,0.027027027,0.01509434,0,0.008928571,0,0.014285714,0.014545455,0.01986755,0,0,0,0.035928144,0.026086957
"4932438H23Rik",0,0,0,0,0,0,0,0,0.006060606,0,0,0,0,0,0,0,0,0,0,0.004464286,0,0,0,0.006622517,0,0,0,0,0
"4933427D14Rik",0,0.002004008,0,0,0.008910891,0,0,0.018518519,0,0,0,0.00621118,0,0,0,0.006993007,0.013513514,0,0.033333333,0,0.076923077,0,0,0,0.006779661,0,0,0,0.002173913
"4933434E20Rik",0.09375,0.062124248,0.111111111,0.061349693,0.064851485,0.044412607,0,1.407407407,0.042424242,0.080745342,0.047619048,0.031055901,0.033333333,0.059139785,0.028846154,0.055944056,0.040540541,0.01509434,0.066666667,0.058035714,0.153846154,0,0.047272727,0.046357616,0.06440678,0.048387097,0.06557377,0.041916168,0.030434783
"4933440N22Rik",0,0.016032064,0,0,0.002970297,0.004297994,0,0,0,0.01242236,0,0,0,0,0,0,0,0,0,0.008928571,0,0,0,0,0.006779661,0,0.005464481,0.011976048,0.008695652
"5031439G07Rik",0,0.034068136,0.055555556,0.024539877,0.012871287,0.022922636,0,0.046296296,0.012121212,0.01242236,0,0.062111801,0,0.053763441,0.019230769,0.006993007,0.027027027,0.01509434,0,0.084821429,0,0,0.007272727,0,0.047457627,0.016129032,0.021857923,0.02994012,0.006521739
"5330417C22Rik",0.0625,0.008016032,0,0.006134969,0.09009901,0.005730659,0,0.12037037,0.63030303,0.01242236,0,0.00621118,0,0.010752688,0,0.020979021,0,0.003773585,0,0.004464286,0,0.028571429,0.010909091,0.013245033,0.013559322,0,0.005464481,0.017964072,0.004347826
"5430427O19Rik",0,0.026052104,0.055555556,0.006134969,0.001980198,0.010028653,0,0,0,0.031055901,0.047619048,0.01863354,0.033333333,0,0,0,0,0.01509434,0.033333333,0.013392857,0,0,0.007272727,0,0.016949153,0.016129032,0,0,0
"5730409E04Rik",0,0.01002004,0,0,0.002475248,0,0,0,0,0,0,0,0,0.005376344,0,0,0.013513514,0,0,0,0,0,0,0.006622517,0,0,0.016393443,0.011976048,0
"5730455P16Rik",0,0,0,0.012269939,0.006930693,0.001432665,0,0,0.012121212,0,0,0,0,0,0.009615385,0,0,0.003773585,0,0.008928571,0.076923077,0,0,0.006622517,0,0,0.010928962,0,0.002173913
"5730480H06Rik",0.03125,0.01002004,0,0,0.012376238,0.012893983,0,0.064814815,0.006060606,0,0,0,0,0.005376344,0,0.006993007,0,0.003773585,0,0.008928571,0,0,0.010909091,0.01986755,0.006779661,0,0.016393443,0.011976048,0.006521739
"6030458C11Rik",0.03125,0.01002004,0,0.030674847,0.011881188,0.005730659,0,0.009259259,0.012121212,0.01242236,0,0.01242236,0,0,0.009615385,0.034965035,0,0.003773585,0,0.013392857,0,0,0.007272727,0.006622517,0.006779661,0,0.005464481,0.005988024,0.010869565
"6330403K07Rik",0,0,0,0,0.00049505,0,0,0.027777778,0,0,0,0.00621118,0,0,0,0,0.027027027,0,0,0,0,0,0.003636364,0.013245033,0,0.14516129,0.010928962,0.02994012,0.002173913
"6430548M08Rik",0,0.008016032,0,0.006134969,0.001485149,0,0,0.027777778,0.012121212,0.031055901,0,0,0,0,0.009615385,0.034965035,0.054054054,0.01509434,0,0,0.076923077,0.042857143,0.003636364,0.006622517,0.020338983,0.016129032,0.005464481,0.005988024,0
"6430550D23Rik",0,0,0,0,0,0.001432665,0,0,0,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0,0,0,0,0,0,0,0
"6820408C15Rik",0,0.002004008,0,0.006134969,0.001485149,0.001432665,0,0.314814815,0,0,0,0,0,0,0,0,0,0.00754717,0,0,0,0,0.003636364,0,0.006779661,0,0,0,0.002173913
"8030462N17Rik",0,0.004008016,0,0.006134969,0.00049505,0,0,0,0,0,0,0,0,0.010752688,0,0,0,0,0,0,0,0,0.003636364,0,0,0,0,0.005988024,0.004347826
"9130008F23Rik",0.03125,0.002004008,0,0.006134969,0.005940594,0.00286533,0,0,0,0.01242236,0,0.01863354,0.033333333,0.010752688,0,0,0,0,0,0,0,0,0.003636364,0,0,0.032258065,0.005464481,0.005988024,0
"9130019O22Rik",0,0.002004008,0.027777778,0.018404908,0.003960396,0.00286533,0,0.018518519,0,0.01863354,0,0,0,0,0,0.006993007,0,0,0,0.008928571,0,0.028571429,0.003636364,0,0.003389831,0,0,0.005988024,0.004347826
"9130023H24Rik",0,0.002004008,0,0.012269939,0.005445545,0.004297994,0,0,0,0,0,0,0,0,0,0.006993007,0,0,0,0.004464286,0,0,0,0,0.006779661,0,0,0,0
"9130213A22Rik",0,0,0,0,0.000990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010928962,0,0
"9130401M01Rik",0.03125,0.056112224,0.083333333,0.006134969,0.016336634,0.012893983,0,0,0.036363636,0.01242236,0,0.037267081,0.033333333,0.032258065,0,0.013986014,0.054054054,0.003773585,0.033333333,0.017857143,0,0,0.007272727,0.052980132,0.016949153,0.032258065,0.038251366,0.02994012,0.004347826
"9330159F19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005988024,0
"9330182L06Rik",0,0,0,0.006134969,0.031188119,0.005730659,0,0.009259259,0.006060606,0,0,0,0,0,0.009615385,0.013986014,0,0,0.033333333,0,0,0,0.003636364,0.006622517,0.003389831,0.016129032,0,0,0
"9430015G10Rik",0,0.004008016,0,0,0.002475248,0.011461318,0,0,0,0.00621118,0,0,0.033333333,0.016129032,0,0.013986014,0,0.003773585,0,0.008928571,0,0.014285714,0.014545455,0,0,0.016129032,0.016393443,0,0.004347826
"9430038I01Rik",0.03125,0.046092184,0.055555556,0.036809816,0.01980198,0.018624642,0,0.009259259,0.024242424,0.01242236,0,0.02484472,0,0.016129032,0.038461538,0.006993007,0,0.00754717,0.033333333,0.03125,0,0,0.018181818,0.006622517,0.016949153,0,0.016393443,0.005988024,0.013043478
"9530003J23Rik",0,0,0,0.006134969,0.009405941,0,0,0,0,0,0,0,0,0,0,0.006993007,0,0,0,0,0,0,0,0,0,0,0,0.005988024,0
"9530053A07Rik",0,0,0,0,0.00049505,0,0,0.157407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9530068E07Rik",0.15625,0.056112224,0.111111111,0.098159509,0.128712871,0.028653295,0,0.203703704,0.060606061,0.043478261,0.047619048,0.031055901,0,0.059139785,0.076923077,0.048951049,0.027027027,0.01509434,0.1,0.0625,0.230769231,0.057142857,0.032727273,0.039735099,0.044067797,0.064516129,0.163934426,0.107784431,0.02173913
"9530077C05Rik",0,0,0.055555556,0.006134969,0.012376238,0,0,0.046296296,0,0,0,0,0,0,0,0,0,0.003773585,0,0.004464286,0,0,0,0,0,0,0.010928962,0.005988024,0
"9830107B12Rik",0,0.002004008,0,0,0,0.001432665,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0.085714286,0,0,0,0,0,0,0
"9930012K11Rik",0,0,0,0.036809816,0.009405941,0,0,0,0,0,0,0,0,0,0.009615385,0.006993007,0,0,0,0.008928571,0,0,0.003636364,0.013245033,0,0,0,0.005988024,0
"9930021J03Rik",0,0.012024048,0,0.006134969,0.018316832,0.001432665,0,0.018518519,0.006060606,0.037267081,0.047619048,0.00621118,0,0.016129032,0,0.006993007,0,0.00754717,0,0.013392857,0,0,0.003636364,0.013245033,0.013559322,0,0.016393443,0.023952096,0.002173913
"9930104L06Rik",0,0.004008016,0,0.006134969,0.008415842,0.00286533,0,0.018518519,0.012121212,0,0,0,0,0.005376344,0.019230769,0,0,0.011320755,0,0.004464286,0,0,0,0,0,0,0,0.005988024,0
"A130010J15Rik",0,0.01002004,0,0.006134969,0.005940594,0.005730659,0,0.009259259,0,0,0,0.00621118,0,0.005376344,0,0,0,0.003773585,0,0.008928571,0,0,0.007272727,0,0,0,0.010928962,0.005988024,0.004347826
"A2ml1",0.03125,0.006012024,0,0.042944785,0.022277228,0.010028653,0,0.314814815,0.278787879,0,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0.003636364,0.013245033,0,0.016129032,0.010928962,0,0.004347826
"A430005L14Rik",0,0.036072144,0.055555556,0.030674847,0.021287129,0.007163324,0,0.046296296,0.018181818,0.01242236,0.047619048,0.01863354,0.033333333,0.037634409,0,0.020979021,0,0,0.033333333,0.022321429,0,0,0.029090909,0.026490066,0.010169492,0.016129032,0.016393443,0.02994012,0.004347826
"A430033K04Rik",0,0.004008016,0,0.006134969,0.008910891,0.001432665,0,0.009259259,0,0,0,0,0,0,0,0,0,0.003773585,0,0.004464286,0,0,0.003636364,0.006622517,0,0,0.005464481,0.005988024,0
"A4galt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021857923,0.005988024,0
"A530064D06Rik",0,0.006012024,0,0.006134969,0.005940594,0.015759312,0,0.009259259,0,0.055900621,0,0.01863354,0,0.010752688,0.028846154,0.013986014,0,0.2,0,0,0.076923077,0.2,0.010909091,0.006622517,0.030508475,0.016129032,0,0.017964072,0.004347826
"A630001G21Rik",0,0.012024048,0,0.006134969,0.004950495,0.018624642,0.071428571,0.009259259,0,0.031055901,0,0,0,0,0,0,0,0,0,0.008928571,0,0,0.003636364,0.013245033,0.010169492,0,0,0,0.017391304
"A830005F24Rik",0,0.002004008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003389831,0,0,0,0.002173913
"A930004D18Rik",0,0,0,0,0.003465347,0,0,0.009259259,0.012121212,0,0,0,0,0,0,0.006993007,0,0.003773585,0,0,0,0,0,0,0,0,0.005464481,0.005988024,0
"AA467197",0.03125,0.004008016,0,0.006134969,0.003465347,0.001432665,0.071428571,0,0.012121212,0,0.19047619,0.347826087,0.5,0.198924731,0.009615385,0.013986014,0.027027027,0.067924528,0.033333333,0.066964286,0,0.514285714,0.003636364,0,0,0,0.005464481,0.011976048,0
"AA986860",0.21875,0.01002004,0.027777778,0.214723926,0.133663366,0.007163324,0,0.083333333,0.206060606,0,0.047619048,0.01242236,0,0.010752688,0.028846154,0.027972028,0.013513514,0.030188679,0,0.03125,0,0.014285714,0.018181818,0.013245033,0.013559322,0,0,0.017964072,0.010869565
"AB124611",0.0625,0.014028056,0,0.012269939,0.014851485,0.094555874,0.071428571,0.027777778,0.03030303,0.111801242,0,0.055900621,0.066666667,0.053763441,0.009615385,0.027972028,0,0.128301887,0.1,0.102678571,0.153846154,0.142857143,0.061818182,0.046357616,0.183050847,0.032258065,0,0.005988024,0.052173913
"AI413582",0.09375,0.142284569,0.222222222,0.042944785,0.052970297,0.058739255,0,0.046296296,0.066666667,0.080745342,0.142857143,0.068322981,0.166666667,0.080645161,0.009615385,0.027972028,0.013513514,0.022641509,0.1,0.129464286,0.153846154,0,0.047272727,0.046357616,0.098305085,0.016129032,0.098360656,0.035928144,0.039130435
"AI429214",0,0.002004008,0,0,0.000990099,0,0,0.009259259,0.006060606,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0,0,0,0,0.016129032,0,0,0
"AI467606",0,0.036072144,0.055555556,0.036809816,0.025742574,0.040114613,0.071428571,0.083333333,0.042424242,0.01863354,0,0.055900621,0.033333333,0.080645161,0.028846154,0.027972028,0,0.030188679,0.066666667,0.0625,0.076923077,0.042857143,0.04,0.145695364,0.094915254,0,0.005464481,0.011976048,0.054347826
"AI597479",0.03125,0.004008016,0,0.006134969,0.015346535,0.00286533,0,0.009259259,0.006060606,0.01242236,0,0.00621118,0,0,0,0.006993007,0,0,0,0.008928571,0.076923077,0,0.003636364,0.006622517,0.013559322,0,0.005464481,0.005988024,0.002173913
"AI661453",0,0.002004008,0,0.036809816,0.017326733,0.004297994,0,0.046296296,0.012121212,0.00621118,0,0,0,0.010752688,0,0.006993007,0,0.003773585,0,0,0,0,0.007272727,0.006622517,0,0,0.005464481,0.005988024,0.004347826
"AI837181",0,0.01002004,0,0.036809816,0.01980198,0.008595989,0,0.009259259,0.048484848,0.01863354,0,0,0.033333333,0.016129032,0.038461538,0.013986014,0,0.003773585,0.033333333,0.013392857,0,0,0.021818182,0,0.003389831,0,0.032786885,0.02994012,0.006521739
"AI854703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006622517,0,0,0,0,0.004347826
"AU021092",0.15625,0.018036072,0,0.417177914,0.157425743,0.028653295,0,0.138888889,0.4,0.01863354,0.047619048,0.01242236,0,0.010752688,0.038461538,0.027972028,0.283783784,0.030188679,0.1,0.017857143,0,0.014285714,0.010909091,0.013245033,0.010169492,0,0.016393443,0.035928144,0.010869565
"AU022252",0,0.01002004,0,0.012269939,0.021782178,0.015759312,0,0.018518519,0.03030303,0,0,0.00621118,0,0.010752688,0.009615385,0.013986014,0,0,0,0.013392857,0,0,0.010909091,0.013245033,0.006779661,0.016129032,0.027322404,0.011976048,0.006521739
"AU040320",0.0625,0.02004008,0.027777778,0.067484663,0.019306931,0.007163324,0,0.074074074,0.03030303,0.00621118,0.047619048,0.01242236,0.033333333,0.010752688,0.009615385,0.013986014,0.013513514,0,0,0.013392857,0,0,0.018181818,0,0.006779661,0.016129032,0.005464481,0.005988024,0.010869565
"AW209491",0.03125,0.004008016,0,0.024539877,0.03019802,0.001432665,0,0.055555556,0,0.00621118,0,0,0,0,0,0.006993007,0.027027027,0,0,0.008928571,0,0,0.007272727,0,0.010169492,0,0.005464481,0,0.002173913
"AW549877",0,0.016032064,0,0.055214724,0.048514851,0.017191977,0,0.046296296,0.024242424,0.01242236,0,0,0,0.032258065,0.009615385,0.034965035,0.054054054,0.01509434,0,0.022321429,0,0.014285714,0.025454545,0.013245033,0.027118644,0.016129032,0.098360656,0.041916168,0.013043478
"AW554918",0,0.004008016,0,0.006134969,0.002970297,0.00286533,0,0.009259259,0.006060606,0,0,0.01242236,0.033333333,0,0.009615385,0,0,0,0,0,0,0.014285714,0.003636364,0.006622517,0.006779661,0,0,0.005988024,0.008695652
"Aaas",0,0.022044088,0.111111111,0.012269939,0.009405941,0.025787966,0.071428571,0.027777778,0.012121212,0.01242236,0,0.031055901,0.066666667,0,0,0.027972028,0,0.003773585,0,0.008928571,0,0.014285714,0.029090909,0.01986755,0.010169492,0.032258065,0.049180328,0.017964072,0.017391304
"Aacs",0,0.014028056,0,0.012269939,0.05,0.011461318,0,0.027777778,0.006060606,0.02484472,0,0.01242236,0,0,0.019230769,0.013986014,0.013513514,0.011320755,0,0.017857143,0,0.028571429,0.014545455,0,0.010169492,0,0.021857923,0.023952096,0.019565217
"Aadac",0,0,0,0.006134969,0.002475248,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aagab",0.03125,0.018036072,0,0.018404908,0.009405941,0.018624642,0,0.037037037,0.024242424,0.01242236,0,0.01242236,0.033333333,0.037634409,0.009615385,0.006993007,0,0.011320755,0,0.013392857,0,0.014285714,0.029090909,0,0.027118644,0,0.010928962,0.011976048,0.008695652
"Aamdc",0.03125,0.044088176,0.055555556,0.067484663,0.059405941,0.015759312,0,0.12962963,0.036363636,0,0,0.01242236,0,0.032258065,0.019230769,0.027972028,0.081081081,0.011320755,0,0.026785714,0,0,0.007272727,0.01986755,0.033898305,0.064516129,0.06557377,0.047904192,0.032608696
"Aamp",0.125,0.122244489,0.194444444,0.128834356,0.147524752,0.077363897,0.071428571,0.231481481,0.151515152,0.074534161,0.142857143,0.142857143,0.166666667,0.14516129,0.134615385,0.076923077,0.22972973,0.030188679,0.166666667,0.075892857,0.230769231,0.014285714,0.101818182,0.079470199,0.105084746,0.112903226,0.158469945,0.161676647,0.07173913
"Aar2",0,0.014028056,0.027777778,0.018404908,0.013366337,0.004297994,0,0.037037037,0.018181818,0,0,0.00621118,0,0.005376344,0.028846154,0.006993007,0.040540541,0,0,0.004464286,0,0,0.014545455,0,0.006779661,0,0.016393443,0.035928144,0.006521739
"Aard",0,0.004008016,0,0.012269939,0,0,0,0,0,0.00621118,0,0,0,0,0.057692308,0,0.013513514,0,0,0,0,0.014285714,0,0,0,0,0,0,0
"Aars",0.03125,0.032064128,0.083333333,0.055214724,0.030693069,0.010028653,0,0.046296296,0.03030303,0.01863354,0,0.01863354,0.033333333,0.021505376,0.048076923,0.006993007,0.054054054,0.00754717,0.066666667,0.017857143,0.076923077,0.014285714,0.018181818,0,0.006779661,0.016129032,0.038251366,0.017964072,0.010869565
